subject,run_rank,mode,channel,std,mad,ptp,line_length,near_flat_ratio,hf_ratio
54,1,raw,C4,6.227585279366858e-05,3.460000157356262e-05,0.002090699951171875,8.95557685776629e-06,0.007938381407815784,0.25887281093416054
54,1,raw,T8,7.826512021313919e-05,4.449999856948852e-05,0.001434,1.0504348862137576e-05,0.006001949377113095,0.5778210196387226
54,1,raw,TP9,7.390466308197216e-05,4.0600000739097596e-05,0.0008767999877929687,6.334693609972754e-06,0.007397733849106028,0.18650171554299422
54,1,raw,CP5,4.722578898812957e-05,2.8400000810623164e-05,0.0019712999267578126,7.3788144436665696e-06,0.009813133928299474,0.18289123883835323
54,1,raw,CP1,5.010377908754759e-05,3.280000019073486e-05,0.0009155999755859374,5.63268049317757e-06,0.008270384697389662,0.1603310809151284
54,1,raw,CP2,4.931490105221565e-05,3.199999952316284e-05,0.0009461000061035155,6.000354388991288e-06,0.0071403551521427916,0.17008266615170708
54,1,raw,CP6,5.091628828566637e-05,3.110000133514404e-05,0.0019591000366210934,7.614349099801571e-06,0.005145289512960312,0.19737868031883313
54,1,raw,TP10,6.335021357621752e-05,3.489999842643738e-05,0.0008580999755859375,6.528514992240268e-06,0.007775425664768055,0.29860071942403826
54,1,raw,P7,4.416515896164616e-05,2.6900001525878907e-05,0.001291399963378906,6.524686446076501e-06,0.0060491608540708475,0.1750905459473854
54,1,raw,P3,5.3488837101464264e-05,3.480000066757202e-05,0.0010316000366210937,5.845815039775327e-06,0.006777131369742012,0.15191050413271978
54,1,raw,Pz,5.274848319372844e-05,3.5e-05,0.0007442999877929686,5.37991530915832e-06,0.006207547744509762,0.1487759524355873
54,1,raw,P4,4.9940204855571755e-05,3.22999985218048e-05,0.0009747999877929688,5.929062112123486e-06,0.00818357649782218,0.16113596890634377
54,1,raw,P8,6.516803329737221e-05,3.6099999904632564e-05,0.0009587999877929687,6.249049638059139e-06,0.00640705430842801,0.19469851417666126
54,1,raw,PO9,0.00014425195233738522,6.140000081062316e-05,0.002385700012207031,6.825064588133681e-06,0.0050660960677408546,0.18943433435595092
54,1,raw,O1,5.6298444370615935e-05,3.329999923706055e-05,0.0009562000122070311,5.7113057073839765e-06,0.008178246169778563,0.15275431655435215
54,1,raw,Oz,5.660811453660948e-05,3.120000076293945e-05,0.0009795,5.591222465209047e-06,0.008964088818494715,0.1606056326723562
54,1,raw,O2,6.177781885832699e-05,3.639999961853027e-05,0.0007404000244140625,5.769655409237214e-06,0.006706314154305382,0.1601635463903356
54,1,raw,PO10,7.958933936439733e-05,4.439999771118163e-05,0.0012009000244140623,6.5164403412680865e-06,0.005625780512320672,0.2532297507170468
54,1,raw,FC3,5.231225432737509e-05,2.8399999618530275e-05,0.0014750999755859375,6.923119630880627e-06,0.008957235539581493,0.1623093573332673
54,1,raw,FC4,5.636113333107138e-05,3.299999928474426e-05,0.0015764000244140625,8.705129684829089e-06,0.006655295300173616,0.19967239569709508
54,1,raw,C5,7.097617542672864e-05,3.560000038146972e-05,0.0018084999999999998,8.460668773641533e-06,0.006319484633425725,0.16548301859814468
54,1,raw,C1,4.63347033842035e-05,2.7999998092651365e-05,0.0009815,5.80312723115503e-06,0.007891169930858031,0.16627673330808612
54,1,raw,C2,5.198164496562861e-05,3.399999809265137e-05,0.0010339000244140625,6.391491342077949e-06,0.005197831317961682,0.18274492815484275
54,1,raw,C6,5.196654116696512e-05,3.0399998426437377e-05,0.0016699000244140626,9.37711048748589e-06,0.006928664981267704,0.22812498115633106
54,1,raw,CP3,4.661737374117173e-05,2.8400000095367432e-05,0.0013353999633789063,6.242041165303089e-06,0.009389753586549298,0.16843207840099886
54,1,raw,CPz,5.181700301500108e-05,3.4899997711181635e-05,0.0008018000183105467,5.447181358035933e-06,0.007094666626054643,0.15980791074947578
54,1,raw,CP4,4.761790121214225e-05,2.9999999999999997e-05,0.0014792999877929686,7.214066822419308e-06,0.00728427400932046,0.19280231683455523
54,1,raw,P1,0.0011196787385681268,5.310000610351562e-05,0.0065535,5.442090205744614e-06,0.0026042459870244585,0.03823306316234763
54,1,raw,P2,0.00013303231780696043,3.259999942779541e-05,0.0010062999877929687,5.434166357762181e-06,0.005450641162316103,0.08314466154449439
54,1,raw,POz,5.277858650032134e-05,3.409999990463257e-05,0.0006782000122070312,5.748490561090195e-06,0.006691846121044135,0.14173715205448625
54,1,raw,FT9,8.418655044402842e-05,4.2e-05,0.0013289000244140624,7.512496129038766e-06,0.005967682982546983,0.1549984878586868
54,1,raw,FTT9h,6.82469860439165e-05,4.090000057220459e-05,0.0017112999877929688,8.958979898154555e-06,0.0059303706862416615,0.19546343495379992
54,1,raw,TTP7h,6.942438188702614e-05,3.9600000381469725e-05,0.001806500061035156,8.904170833767081e-06,0.005713350187322957,0.19806839767753937
54,1,raw,TP7,4.466858989315249e-05,2.580000042915344e-05,0.0013884000244140625,7.696500103549051e-06,0.008280283878042095,0.2038176024079767
54,1,raw,TPP9h,4.503493957109931e-05,2.759999847412109e-05,0.0009785,6.713589377034545e-06,0.005075995248393287,0.17490576213199388
54,1,raw,FT10,5.4956973053336244e-05,3.0400001525878907e-05,0.001026699981689453,6.823103257856759e-06,0.009373001126983643,0.21672435535213122
54,1,raw,FTT10h,9.709432871153941e-05,4.469999933242797e-05,0.001920800048828125,7.4121157674399886e-06,0.006106271511681033,0.2189152320931194
54,1,raw,TPP8h,5.379514160255003e-05,3.029999923706055e-05,0.0013337999877929686,8.209686737098513e-06,0.0057544698608022905,0.1971164209998862
54,1,raw,TP8,4.577964521828898e-05,2.7499999999999998e-05,0.001254700012207031,7.751165628554765e-06,0.008710517498705491,0.2651567134878825
54,1,raw,TPP10h,6.56921660685522e-05,3.639999961853027e-05,0.0009613999633789063,6.940139153264627e-06,0.006826627273004173,0.21568652149942605
54,1,raw,F9,8.819693043569009e-05,4.590000343322753e-05,0.0014012999877929687,6.895222042850436e-06,0.005366878864487831,0.0826814382242028
54,1,raw,F10,5.43867623997569e-05,2.9700000762939452e-05,0.0013463000183105468,6.778540006329138e-06,0.006526605951691998,0.15165534241517012
54,1,raw,AF7,0.0001898618136742123,5.659999847412108e-05,0.003944999938964844,6.7790447147488136e-06,0.002924065669641497,0.061745143153521434
54,1,raw,AF3,8.693047001847009e-05,4.4299999237060544e-05,0.0009929000244140625,9.150905054827676e-06,0.006270750205598368,0.0950007164665361
54,1,raw,AF4,0.00010597274665126372,5.6099990844726545e-05,0.0012185,9.82358481737362e-06,0.001079772166549907,0.13519831267426471
54,1,raw,AF8,0.0001786937111141121,5.6299999237060544e-05,0.0038244999389648437,6.6736727366474656e-06,0.0027923304194206696,0.051285504152730144
54,1,raw,PO3,4.609333241716271e-05,2.9799999237060544e-05,0.0007647999877929688,5.54588814566589e-06,0.005470439523620968,0.14405477788353044
54,1,raw,PO4,4.523504492036044e-05,2.870000076293945e-05,0.0007574000244140624,5.581974646457093e-06,0.0069598854740946054,0.15043802239355794
54,2,raw,Fp1,0.0001834782185059619,6.310000038146972e-05,0.002155400024414063,7.1677570392225815e-06,0.004845338524767467,0.05740618551737924
54,2,raw,Fp2,0.0002970505665183679,0.00010680000305175781,0.00444139990234375,6.72983642196629e-06,0.0016493618862210685,0.04192774431547207
54,2,raw,F7,0.00015100198690366496,9.139999866485595e-05,0.0020705999755859373,7.6178143328851884e-06,0.0042106045857668185,0.06382386705421488
54,2,raw,F3,0.00010402937268177997,5.2000001430511475e-05,0.001613300048828125,6.961814208357611e-06,0.005211713173264115,0.06927247807182974
54,2,raw,Fz,8.249474008871293e-05,2.9999998092651363e-05,0.0019959999389648434,5.187515876833584e-06,0.008740942028985507,0.04901732122259408
54,2,raw,F4,9.371415655252022e-05,4.85e-05,0.0017117000122070312,7.905797717308887e-06,0.004271441704520874,0.08296831312337105
54,2,raw,F8,0.00012467636007470117,7.529999828338622e-05,0.0016029999999999998,7.688518680855058e-06,0.004086226476314082,0.08539627799968644
54,2,raw,FC5,7.923905974396853e-05,3.0599998474121095e-05,0.001691699951171875,9.391041660848198e-06,0.00447355613238157,0.09484137598784657
54,2,raw,FC1,7.759216157574548e-05,3.8e-05,0.001637800048828125,5.634945474710926e-06,0.006805645684620377,0.09146884659339893
54,2,raw,FC2,6.634017154767119e-05,2.680000001192093e-05,0.0017657999877929687,5.960240414866723e-06,0.010949329439757733,0.09978258448640456
54,2,raw,FC6,0.00011925722253524618,6.689999961853027e-05,0.0024297999267578123,1.0063253616103696e-05,0.0040808187324248325,0.08463124134145222
54,2,raw,T7,0.00016066080218606743,0.00010260000228881836,0.002103699951171875,9.063124836587556e-06,0.002238805970149254,0.20043699530260825
54,2,raw,C3,7.48303112882702e-05,4.2e-05,0.0022447999877929685,7.391466102469263e-06,0.00606275686783474,0.1668836254338956
54,2,raw,Cz,6.124707450054327e-05,2.6600000768899917e-05,0.001589,5.202518115243112e-06,0.007631678563703223,0.10772084040949177
54,2,raw,C4,6.402799655511106e-05,2.9200000762939454e-05,0.0029230999755859373,8.379256895399019e-06,0.009715011897036557,0.1803931421725759
54,2,raw,T8,0.0001672949940868304,8.009999656677246e-05,0.0030289999999999996,7.261219965169334e-06,0.0035934458144062298,0.12226271786062887
54,2,raw,TP9,0.00015009649619813977,9.879999685287476e-05,0.0014107000122070312,5.7525994775280915e-06,0.003067542721176725,0.13055357315402086
54,2,raw,CP5,6.806497008953178e-05,3.5799998521804805e-05,0.0013976000061035156,7.195748834763198e-06,0.007770252000865239,0.09211950178565867
54,2,raw,CP1,7.112253652573207e-05,4.2e-05,0.0015635999755859373,5.885218463902449e-06,0.006199978369024443,0.10711835232576644
54,2,raw,CP2,6.656744490741224e-05,3.70999984741211e-05,0.001663,5.496396951078449e-06,0.007325465065974476,0.10660246221617425
54,2,raw,CP6,6.451675104060451e-05,3.510000228881836e-05,0.0022374000244140624,6.993994627995957e-06,0.005446274064460307,0.11155165220156338
54,2,raw,TP10,8.557609541866878e-05,5.269999921321869e-05,0.0013778000183105469,5.493235852124346e-06,0.005200897685485616,0.12913049263467197
54,2,raw,P7,0.00019461845251371473,0.00011770000314712523,0.0019515,6.197682308945123e-06,0.002506489292667099,0.107568321618652
54,2,raw,P3,6.795102894922327e-05,3.8799997329711904e-05,0.0017232999877929687,5.782509724490924e-06,0.005932295046506598,0.10256014860895263
54,2,raw,Pz,7.023220233143789e-05,4.079999923706055e-05,0.0014397000122070313,5.161468718864031e-06,0.005574032013843824,0.09591598250530767
54,2,raw,P4,6.225013847913777e-05,3.3800001144409174e-05,0.001604899963378906,5.519135516942936e-06,0.007184863724853991,0.1023352940815408
54,2,raw,P8,9.830193641294882e-05,5.839999771118164e-05,0.0015757999877929686,5.904987905400437e-06,0.004776389790179537,0.11223633327930606
54,2,raw,PO9,0.00021322270120854408,0.00012699999380111696,0.0020320999755859374,6.896644501139165e-06,0.0025815217391304346,0.14650404377240245
54,2,raw,O1,7.223179258285466e-05,4.510000038146972e-05,0.001386,6.189579811066871e-06,0.005445598096474151,0.12992977206337247
54,2,raw,Oz,5.568068463312206e-05,2.930000162124634e-05,0.0013755,5.9586808197444625e-06,0.009129623621025307,0.1213067098678759
54,2,raw,O2,0.00011779634734042298,7.760000228881836e-05,0.0015325999755859375,6.0621358950678705e-06,0.0038476097772009517,0.11708845018151957
54,2,raw,PO10,0.00013722674344315088,8.390000343322753e-05,0.0017019000244140625,6.863221976560027e-06,0.0034778552887735235,0.14619350462737668
54,2,raw,FC3,7.422322533787137e-05,2.7900000333786012e-05,0.00242460009765625,7.253152952855e-06,0.010253082414016871,0.13336242284138397
54,2,raw,FC4,6.853749862780244e-05,2.7100000858306883e-05,0.0016802999877929686,8.412113150788122e-06,0.006877974259139087,0.10880227378946017
54,2,raw,C5,0.0001684580636413388,8.739999771118164e-05,0.002172900024414062,8.909082316015751e-06,0.0032777687648712956,0.10707419579260792
54,2,raw,C1,6.216789617962188e-05,2.6700000762939454e-05,0.001641699951171875,5.557945297759606e-06,0.00731938135409907,0.1096475392071123
54,2,raw,C2,0.00010856211609260731,4.949999618530274e-05,0.0019461999511718748,5.881426079765267e-06,0.0029188297642223663,0.11484936061484072
54,2,raw,C6,6.519537939999474e-05,2.8999999999999997e-05,0.0015781000366210936,8.972741436997594e-06,0.007579629028769197,0.13101727713415315
54,2,raw,CP3,8.745450384003783e-05,5.0899999141693116e-05,0.0020587000122070315,6.726464501951185e-06,0.005611210253082414,0.1315718531279729
54,2,raw,CPz,6.269309055317655e-05,3.239999961853027e-05,0.0014865999755859375,5.217560373410165e-06,0.007594500324464634,0.10433898312321814
54,2,raw,CP4,6.246253685888412e-05,3.2400000572204584e-05,0.002085400024414062,6.488773919071255e-06,0.007574221284879948,0.1298503728858659
54,2,raw,P1,6.490669814188784e-05,3.659999942779541e-05,0.0014337000122070312,5.398913248297337e-06,0.005110317975340688,0.1011021044455415
54,2,raw,P2,6.404301466101242e-05,3.4800001502037046e-05,0.0014882000122070312,5.2726710690264566e-06,0.0064196679645252,0.09930515390454772
54,2,raw,POz,6.482658047797041e-05,3.739999961853027e-05,0.0013778999938964843,5.2483898111011976e-06,0.00633314406229721,0.09808161542066873
54,2,raw,FT9,0.00015953527344401568,7.620000267028809e-05,0.0034966000366210936,6.450664784386862e-06,0.004159906986805105,0.055386116348872604
54,2,raw,FTT9h,0.0001958265362083101,0.00012690000295639036,0.0019579999999999997,8.213208088911051e-06,0.0030100854423534503,0.11891051576670461
54,2,raw,TTP7h,0.00011043811504736695,6.769999885559081e-05,0.0015702000122070313,9.310104917234979e-06,0.004160582954791261,0.13091559892306284
54,2,raw,TP7,6.75839657296679e-05,3.8700000762939454e-05,0.0017579000244140625,8.10001561365546e-06,0.006994240752757949,0.14314794350036145
54,2,raw,TPP9h,0.00012347867354238907,7.989999771118163e-05,0.0013836999511718747,5.864072546041909e-06,0.003197328574518711,0.12687447159416693
54,2,raw,FT10,8.599206161057606e-05,5.029999846220016e-05,0.0012835,6.0725418259409285e-06,0.005788313865455332,0.11042967656709947
54,2,raw,FTT10h,0.00011106618332523606,4.869999885559081e-05,0.0029124000244140622,6.9585520511267275e-06,0.005256327060350422,0.1335720619698045
54,2,raw,TPP8h,7.977213038996965e-05,3.960000151395797e-05,0.0023485,8.212320474611284e-06,0.005690974475448843,0.12729186141282822
54,2,raw,TP8,7.306958205851705e-05,3.5700000762939456e-05,0.0023048000488281248,7.672765905085866e-06,0.007180807916937054,0.14547819107019128
54,2,raw,TPP10h,6.734347810947392e-05,3.8199998855590814e-05,0.0014457999877929687,5.687573873087274e-06,0.006446030715985291,0.11724046611801917
54,2,raw,F9,0.00010213772750796018,5.740000343322754e-05,0.0020309999389648437,5.81712849764363e-06,0.004950789530607831,0.05164661310980703
54,2,raw,F10,8.266404524409498e-05,4.05e-05,0.002030199981689453,6.3890593777866665e-06,0.005966769413800563,0.06661849767756284
54,2,raw,AF7,0.0001628109662367301,7.580000305175781e-05,0.0018780999755859374,6.502585169214867e-06,0.003633327925589444,0.0576998194841569
54,2,raw,AF3,0.00016809945457348246,9.809999694675206e-05,0.002186899963378906,7.806690127281732e-06,0.0035670830629461387,0.041001530606447796
54,2,raw,AF4,0.00013206980624530512,6.560000610351561e-05,0.0020940999755859374,7.768352586503543e-06,0.0009639303482587065,0.05360543068288018
54,2,raw,AF8,0.0001321035390368338,5.549999856948852e-05,0.0023750999755859374,5.795564626649429e-06,0.003583982262600043,0.025303629768303807
54,2,raw,PO3,5.801796309971834e-05,3.069999694824219e-05,0.0013931000366210937,5.501934081597024e-06,0.0059106640709496,0.10058034442333214
54,2,raw,PO4,6.869792881017533e-05,3.8399999618530274e-05,0.0014160999755859374,5.449573363695243e-06,0.006510923642656284,0.10085984910536913
50,1,preprocessed,Fp1,24.412659539917637,4.955293281846093,558.4127112985248,2.4079204372971708,0.056030446733319236,0.00971081483799217
50,1,preprocessed,Fp2,23.22689427841762,5.977081510567691,552.734170193013,4.8829035345464336,0.0465762527562147,0.06757017376906892
50,1,preprocessed,F7,9.38431043703282,3.6288108148540137,337.4038712432702,2.0633440636262317,0.07770562116772887,0.07895317302053306
50,1,preprocessed,F3,5.951736240098306,3.1755635203804697,191.114849186223,1.6144576854913193,0.08603014468239345,0.08468040089967392
50,1,preprocessed,Fz,5.354347216259662,2.92566230275973,131.79552223332902,1.3693984472306435,0.09295315190141058,0.06200910747032336
50,1,preprocessed,F4,7.218276778460167,3.5760538210781014,196.14270926482058,2.4937037165185876,0.07598393089074817,0.18003460240150307
50,1,preprocessed,F8,16.10144330231654,4.903955373371962,655.0363231551007,3.005891677123358,0.05714199414021204,0.07446642803081774
50,1,preprocessed,FC5,5.877277887982632,2.641574304376296,240.85062091689863,1.6925725499257402,0.10455794847011206,0.14768155269876881
50,1,preprocessed,FC1,4.120978549817817,2.380280890429245,152.0017939050221,1.1426434061098016,0.11364968133627329,0.0760514015733275
50,1,preprocessed,FC2,3.998474486621824,2.46986674873131,101.50884353602001,1.407941070471086,0.11000694717129308,0.13725413819886045
50,1,preprocessed,FC6,7.333491492288993,3.1048100822286298,273.85969307676766,2.2383824059221604,0.08868819282931102,0.18085772562949695
50,1,preprocessed,T7,8.055812870573684,3.7298530603689106,276.33792077179186,3.972462009649898,0.07331380070679917,0.42777534559578195
50,1,preprocessed,C3,4.528191211616025,2.2581993529614173,193.1255853406977,1.1831510668108822,0.12037937596278733,0.08327149288745506
50,1,preprocessed,Cz,4.327144513583845,2.4889172846375076,133.3381043293358,1.134197738482199,0.11010360346754462,0.0580054185400894
50,1,preprocessed,C4,4.050679543519066,2.460443561826527,101.07734080702201,1.502244739702813,0.10955991180112967,0.2029075869518
50,1,preprocessed,T8,6.758332896608024,3.420890882241971,272.57524236247843,3.190281200020562,0.07943939348174102,0.4292161441151157
50,1,preprocessed,TP9,8.566780238318398,3.8311748832040085,274.9036763590274,3.157191546063794,0.07203914579998187,0.18798788714239584
50,1,preprocessed,CP5,5.575469439979256,2.455894064566688,206.33207956209458,1.440111138684488,0.11035128522668922,0.07528059281076688
50,1,preprocessed,CP1,4.487431622626767,2.2520263786128356,171.67650236524273,1.016700814368015,0.12062705772193191,0.04586457188911237
50,1,preprocessed,CP2,4.244853727814184,2.17345792900376,137.53056329298025,1.0538965266803635,0.12471682725707554,0.05495913468368385
50,1,preprocessed,CP6,4.589406347005216,2.264330370577436,130.4510205402223,1.7060550902690375,0.1192919926299574,0.19966144484587028
50,1,preprocessed,TP10,7.814767785641838,3.8345376108114597,204.7102630278418,3.743143094421907,0.07144712598544115,0.3415593989658861
50,1,preprocessed,P7,7.302106103076049,3.2924633197859006,242.4147766367526,2.429629806752902,0.08390974718337511,0.1514209755592803
50,1,preprocessed,P3,5.585633695586106,2.6980392954279075,193.3245863888416,1.251484905290558,0.09947745189839007,0.03434907447040285
50,1,preprocessed,Pz,4.931493720963309,2.362607029965723,175.00731924771733,1.1287465351668806,0.1149847464282478,0.03643958959940626
50,1,preprocessed,P4,4.551106670493397,2.1560596480899648,136.92821851590884,1.2266794139165107,0.12513365753466035,0.05739620641005141
50,1,preprocessed,P8,5.850987580848697,2.8088822628344468,157.6478754581135,2.0668217448785,0.09826924819524571,0.13619086959391805
50,1,preprocessed,PO9,8.412703620585761,3.868494688330947,264.5233919731614,3.200536306920568,0.07024496330081252,0.1958752744373071
50,1,preprocessed,O1,6.914707810266342,3.254591480062603,205.67951066474208,1.9985428452365561,0.0842963723683813,0.05967368577942737
50,1,preprocessed,Oz,6.737683249750347,3.2756023129917304,182.74312478708063,1.8846614691546315,0.08432657746095992,0.05901954788049514
50,1,preprocessed,O2,6.618816994924662,3.0421953348582775,183.39422838537467,1.8494568643107687,0.08972724801401516,0.05765171230353281
50,1,preprocessed,PO10,8.196589861552756,3.7260210251720425,238.73991940428058,3.5278736708350933,0.07449179931736491,0.33514018515654315
50,1,preprocessed,FC3,4.630042927223156,2.516951025300606,203.2066342170376,1.3340282814540512,0.10684145346905488,0.11835678759984358
50,1,preprocessed,FC4,5.1803645296253755,2.874481901598813,152.48635362368177,2.332333810038961,0.09371432023439152,0.4281083314725519
50,1,preprocessed,C5,5.522533247934759,2.444370541186036,233.72364859681392,1.8741270483884318,0.11344428670673876,0.19299123563157752
50,1,preprocessed,C1,4.31892606809366,2.2853774773979065,169.85128331355838,1.0603415899004252,0.11943093605581902,0.059561670755699965
50,1,preprocessed,C2,3.894334330388133,2.3312653420822977,105.2523160259822,1.2246717710732744,0.11605400670553055,0.10265785292761993
50,1,preprocessed,C6,5.110761875034786,2.615744564284176,147.49721196529052,2.134742736276558,0.10492040958105536,0.34778603432886174
50,1,preprocessed,CP3,5.006452282266089,2.304195953899252,197.41814295339424,1.190124991156202,0.11694807744585738,0.05354134790760003
50,1,preprocessed,CPz,4.737874750906836,2.4540059936706493,163.5493922275531,1.0721552943145147,0.11068354124505392,0.04171314236838102
50,1,preprocessed,CP4,3.9523653648094266,2.0814776702990025,107.52716237763107,1.2586913727354134,0.12929591929199263,0.09952109658967709
50,1,preprocessed,P1,12.983899678934069,2.760271502003906,2913.82250949619,1.3388084790142742,0.09802760745461685,0.23669604105242725
50,1,preprocessed,P2,4.6679069074684625,2.267176502333802,152.63880481829688,1.114453143106908,0.1188691213338569,0.04145073104823213
50,1,preprocessed,POz,5.937728693861044,2.8371265700538615,185.13604545138998,1.4580025627281503,0.09550850273356087,0.03535373555813937
50,1,preprocessed,FT9,10.081981918551849,3.814131876255975,312.6905649589693,1.9691626693781028,0.07400247681759145,0.05465206419189783
50,1,preprocessed,FTT9h,8.771114228837236,3.653994281381853,285.8701313416915,2.9765818792509284,0.0755731416316791,0.22138468059882735
50,1,preprocessed,TTP7h,6.592095126651309,2.957982200511049,242.7538089682298,2.7584746724753693,0.09347872051227837,0.3082211009209591
50,1,preprocessed,TP7,6.871595717628871,2.96039094858292,243.61867892106181,2.1607564687408063,0.09265110097562448,0.13161684029207574
50,1,preprocessed,TPP9h,7.6409786328107945,3.497982759453788,242.9026076337774,2.6427903169432296,0.0771256833902196,0.15307539253907196
50,1,preprocessed,FT10,22.257702629445728,4.02748081042065,1842.9500368149097,2.0053199784368196,0.07032953756003262,0.020893093338340534
50,1,preprocessed,FTT10h,8.764377882747372,3.4702110868935616,354.97718086767856,1.9065826986025205,0.08085903283293563,0.07539354353816091
50,1,preprocessed,TPP8h,6.430224315684207,3.610729620288824,202.7658968053387,3.8557827573141035,0.07638867913130154,0.6815075787584268
50,1,preprocessed,TP8,7.346300813979711,3.932610243788108,230.47713660026005,4.469175749097862,0.06930860543087565,0.7767258823678781
50,1,preprocessed,TPP10h,8.161093926854898,4.329682543850142,211.51204372033743,5.169475595324947,0.06320717672999668,0.7846047777455658
50,1,preprocessed,F9,13.361597889805223,4.251822464816816,436.64695554495296,1.911203695768122,0.06510405654393331,0.029024682106717114
50,1,preprocessed,F10,49.41271075312801,4.7409138926258505,3237.1690592841387,2.2484645258947666,0.059932944694475486,0.00686751933563279
50,1,preprocessed,AF7,15.750073852036218,4.5617992376361665,426.116522146899,2.456826078824833,0.06128613284199716,0.02738952331012919
50,1,preprocessed,AF3,9.812256682740047,3.609863575756907,231.19995873829663,1.8936586983360806,0.07652158153864741,0.0383116041601983
50,1,preprocessed,AF4,12.393929493897154,4.263422361587022,302.2943515584377,3.317062927260743,0.06451203672939257,0.10181925292887163
50,1,preprocessed,AF8,25.10521257030053,6.205480024816675,1238.8149143881406,5.248193525830813,0.045706346089950764,0.09114942341974581
50,1,preprocessed,PO3,6.795642632891861,2.9958561022078336,512.8276966797318,1.7145658614109962,0.09027093968043012,0.03413271128694212
50,1,preprocessed,PO4,5.603210908627609,2.5817930693130484,172.98885001624035,1.4778293982166308,0.10447941522940768,0.046079668739591885
50,2,preprocessed,Fp1,40.69711290149427,7.584713218491639,1275.7717893433155,5.517564010700097,0.03769463525844936,0.03929330284286114
50,2,preprocessed,Fp2,51.96989635699369,7.761400457975154,2193.7912496351237,5.3111543457934065,0.03610711578746337,0.02274555298137004
50,2,preprocessed,F7,18.189299355714752,5.336687876530223,785.5990966210941,3.835772617322492,0.053271424052710424,0.16050187331737117
50,2,preprocessed,F3,10.092029465960634,4.111458874056273,347.47920428161615,3.2335341013464327,0.06687873380401893,0.215485271659607
50,2,preprocessed,Fz,7.040854324106818,3.236416451403614,196.57169604132267,1.7845416008153696,0.08526053820490938,0.12208722654623626
50,2,preprocessed,F4,10.14180684808101,4.470808911817493,444.1548899594713,3.9353282097077953,0.06181776947546208,0.4592747401025827
50,2,preprocessed,F8,17.517486064917573,4.976627661810479,715.5245475591364,3.4746375724443137,0.057001497997696306,0.23948638437938646
50,2,preprocessed,FC5,9.66706473452374,3.8760363600112218,825.2606891790227,3.7159236448313444,0.07094899049278752,0.7903373451273558
50,2,preprocessed,FC1,5.618790307146623,2.931317200308234,293.0893910708264,1.8621450993994517,0.0915927117339174,0.3205318544607384
50,2,preprocessed,FC2,5.5294269171769574,2.961377053994777,292.239429943113,2.257169149967522,0.09171207410015696,0.5927411472889393
50,2,preprocessed,FC6,10.273660440045575,4.428773170306753,498.546951517501,5.1013729287411085,0.0641095269072614,1.1330427871626265
50,2,preprocessed,T7,14.937386119909945,7.4334585999162055,1250.2638867788635,10.266996455708941,0.0370500784807558,1.8361348681351637
50,2,preprocessed,C3,6.467525504890247,2.9336280190214246,636.5449188170298,2.5943721337764893,0.09356219077686996,0.8177497797896293
50,2,preprocessed,Cz,6.893189955977318,2.624442493884424,213.42170032204388,1.5748052002591515,0.10350507588462433,0.24253222011807815
50,2,preprocessed,C4,9.30468266518573,2.8952056901579786,614.2095809447599,2.907684832394781,0.09535262627046319,1.264651640737226
50,2,preprocessed,T8,11.96994279804549,4.919259497484766,660.8654696154385,5.101004844890975,0.05611821648752365,0.9307431910916846
50,2,preprocessed,TP9,10.562724238136212,4.381878780654813,378.4235541229865,4.112567820980819,0.062480230608091575,0.28876246992183746
50,2,preprocessed,CP5,7.649570331604529,2.971600325546466,653.5152619237867,2.8246055822431706,0.09464242019133787,0.6585426871081649
50,2,preprocessed,CP1,6.420385049386447,2.6165178638231614,259.14006437444004,1.4768865361238015,0.10358862954099202,0.1801185106224637
50,2,preprocessed,CP2,5.8883434239322225,2.429716073604915,225.96638805976005,1.5211743955943242,0.11060713667587746,0.29221965989568116
50,2,preprocessed,CP6,7.774077517296217,2.8729379064683442,432.6206840901664,2.541104049495824,0.09543021180851889,0.6956411265524206
50,2,preprocessed,TP10,10.714441183568045,4.185115545421038,292.3156189725318,4.010213541945395,0.06596561170228639,0.27871390583005656
50,2,preprocessed,P7,8.670073936248658,3.587519985846777,278.2937016954571,3.0021949036271045,0.07759747429233037,0.20600770040118807
50,2,preprocessed,P3,7.306049572201294,2.8234204490407375,283.3861605546829,1.6648060805746925,0.09729823284016782,0.12584745186159157
50,2,preprocessed,Pz,6.375427712867057,2.5787176875800424,198.63483203695398,1.3495645047376497,0.10622653783488605,0.07445327160086505
50,2,preprocessed,P4,7.445280806193876,2.759374853959635,236.87112013940936,1.598892391576929,0.09837249413632376,0.1472579587665355
50,2,preprocessed,P8,8.778127928643999,3.489265113081716,230.2587766739222,3.0666840811626197,0.07935210107605173,0.21545684292700046
50,2,preprocessed,PO9,11.58264347010753,5.126931799246536,294.0117764203783,5.590560431206877,0.05434568534886636,0.4997719836969074
50,2,preprocessed,O1,8.748278211827635,3.536603843505198,256.97222507083353,2.1430020908571,0.07652918111448641,0.049197707196931534
50,2,preprocessed,Oz,8.76704611897721,3.4806863922638374,249.65352397134893,2.1400595148229566,0.07809879623053648,0.06547965000502554
50,2,preprocessed,O2,8.562241208719259,3.289093385108546,243.27673882795312,2.1095733058255286,0.08296281265479807,0.06612149564984524
50,2,preprocessed,PO10,10.691162674528336,4.059822969195849,293.0559299754078,3.6201248541156237,0.06644902928555656,0.21126071047953715
